x,y,z
-1.39398,5.73038,-0.0633855
-0.095964,-0.0347115,0.60662
-3.69395,0.125433,0.307559
-4.599,2.01813,-0.0798651
1.45873,-3.65279,-0.0323562
-7.7529,-15.0827,0.120027
2.83492,-2.8826,-0.0399443
-3.30427,1.69943,-0.00318395
0.94917,0.210908,-1.26054
-4.31673,-1.06749,-0.128162
-0.287594,0.499924,-0.00380996
-19.0128,-2.40425,-0.0240309
-11.9132,2.98542,-0.117591
0.611287,2.4977,0.0770501
0.255505,-0.0401503,0.432693
-3.68772,-0.121144,0.133433
0.335372,0.152748,0.010997
-0.45072,1.68588,0.191315
5.07482,-5.06704,0.0333294
-1.55254,-1.23949,0.0936396
-3.58789,3.25262,0.176645
0.137481,0.0799659,0.106623
4.32398,0.461465,-0.137445
-0.812133,-5.38623,-0.0820229
0.00393388,-10.2103,-0.0200355
0.243411,-0.580724,0.365254
-0.267897,-0.294781,-0.462636
1.50994,-0.75497,-0.108212
0.205565,-0.110795,-0.0155301
-0.247942,0.662416,0.264821
3.38148,0.895857,-0.0573378
-0.958165,-0.56659,0.0107031
0.813357,-0.144262,-0.403481
0.256064,-0.226318,0.086168
-0.550072,-0.289224,0.107611
1.72013,2.5094,-0.0489517
0.523137,-1.42264,-0.0836976
1.6877,0.0379432,-0.139946
-16.6247,-21.5215,-0.168408
-0.343601,-0.221188,-0.614182
0.783052,-1.04362,0.668996
0.980651,-4.19498,-0.0343903
0.232541,-0.913381,0.408952
5.33363,1.29604,-0.151336
0.432787,-0.00468434,-0.071595
1.47945,-0.296566,0.0942076
0.923083,-0.145792,-0.0329312
-3.47694,-0.694124,0.0450758
0.597211,-6.25359,-0.196827
0.259267,-2.11691,-0.0319551
-1.21286,-0.874556,-0.155058
-2.79365,4.50871,-0.106883
-0.654094,0.113318,0.126184
0.645491,14.6707,-0.101705
9.21023,-11.8601,-0.0792976
8.99075,-17.5866,0.191255
-5.3192,-2.46667,-0.0018527
-0.822858,0.324091,-0.021267
-0.499234,-0.83321,0.943843
-0.121148,-0.098547,-0.114706
-1.73579,1.33935,0.0274091
5.72996,-6.49985,0.128396
0.228745,0.111923,-0.0918449
2.64173,4.00921,-0.0613603
-0.482244,3.07777,0.167595
-3.48629,5.05367,-0.0137961
-0.592517,0.582268,0.0637482
-0.166455,0.622335,0.426422
2.58322,3.29318,-0.150588
-0.225585,6.63335,0.118887
0.269752,0.0844208,0.0635381
-0.757402,6.14742,-0.0360543
1.33235,2.36039,-0.122472
-20.2652,-2.58761,-0.236512
0.12837,0.268927,0.200949
-0.52183,-0.518054,0.324442
-0.217782,0.416104,0.058822
-0.0213147,1.45334,-0.000162861
-9.79077,-7.74597,0.0143749
5.30256,-17.5462,0.134553
-0.56581,1.60934,0.16766
0.628115,-2.4638,0.0064322
-13.325,-2.70046,0.0619104
-0.267367,13.4979,0.0355542
0.258498,-0.433522,-0.336912
1.8786,-2.23383,0.111159
-0.245862,-0.176557,0.0115982
-0.0662988,0.87582,-0.223142
0.0444165,-0.274409,-0.153377
-0.586496,0.980617,0.106467
-0.172725,-0.112875,0.0433184
-3.30997,8.19105,0.0425483
-1.49279,-1.45817,-0.148152
-2.98631,0.608943,-0.00277601
1.93435,0.955961,0.147048
-1.4235,2.42362,-0.0852798
7.72919,-3.00717,0.0136365
-2.36823,1.91342,0.000580012
-3.82192,5.74561,-0.136836
-6.18969,2.04302,-0.0178366
-0.17954,0.755532,-0.0446528
-0.582837,-0.620268,-0.0417959
5.3676,-5.17989,0.273899
-2.23356,0.0623871,-0.0786897
2.2088,5.00668,-0.0388446
7.38939,-2.46034,0.0157854
4.97798,-2.60038,0.0488198
-2.97285,-5.11391,-0.00871762
0.0905208,-0.051223,0.647908
6.57693,-4.10258,0.0405185
-0.114292,-0.000561581,0.0883537
-1.52043,4.36286,-0.0944217
-14.4136,1.02224,0.1863
-2.44776,-5.42055,0.125661
0.212966,0.0954264,0.4756
-4.32385,0.407208,0.0780977
-0.808225,3.08404,-0.0308032
-0.0643393,0.0515821,0.194391
4.51339,-3.51235,0.253538
-0.473891,3.03544,-0.00830512
-0.200979,-0.894131,0.00951933
-2.49808,-3.50684,0.175697
-11.3941,6.88683,-0.166128
2.22343,12.8581,-0.0260669
-1.1473,-3.97545,0.0602194
-12.6741,16.7973,0.00901674
0.311057,0.238204,-0.133976
-0.274635,0.322261,-0.285235
-0.29552,0.197114,-0.0893236
-0.296332,0.593495,-0.452426
-0.847915,1.90186,-0.0582994
0.200145,-0.358366,-0.628151
-0.932982,0.545508,-0.0699513
-0.00176564,0.0156814,0.0368006
0.258568,-0.373801,0.193771
-14.6509,-11.1998,0.00197028
0.69815,-0.881966,0.150217
-2.78709,2.19165,-0.00949737
0.207588,-15.5625,0.0228564
0.419348,0.819192,-0.0614781
-1.14697,-6.60794,0.116625
1.39574,0.271759,-0.092761
3.3409,0.971978,-0.0847927
10.1428,-3.41514,-0.0877376
-0.00182153,4.88385e-05,-0.0324633
0.552759,0.923344,0.05487
-1.34222,3.26244,-0.199319
-1.35012,-1.48551,-0.0199305
0.35197,-0.410595,-0.280574
-0.818336,-1.52618,0.0381808
-0.0304206,1.99129,-0.108931
-0.224267,-0.152825,0.17684
6.92588,11.8798,0.0368617
-3.51881,4.45596,-0.186322
6.49009,-2.1601,-0.10221
-0.815993,-1.40932,0.0402357
3.51137,2.7863,0.0520168
2.14783,4.89982,0.106138
0.0486,0.148459,0.140729
-2.27665,1.69353,0.0232219
-13.284,9.43748,0.0108196
7.85431,8.61333,0.142565
1.94796,-0.257241,-0.00590158
0.92567,-0.06048,-0.471785
0.956334,-11.2457,0.288625
2.89321,2.58376,0.054869
1.70725,-3.82802,-0.0568352
-0.823434,0.145324,-0.0585247
0.00334523,-0.000204859,0.0862279
-0.753278,0.511221,0.0879376
-0.0617581,-0.402905,-1.06017
0.0971341,-2.6111,0.124838
-0.83625,-7.20422,-0.0731992
-0.849457,0.0989737,-0.0547876
-5.97086,0.201988,0.0596648
-1.16427,0.0383664,0.106689
-5.49064,-7.32105,-0.0264979
-0.638525,-0.510425,-0.427438
2.90089,1.15319,0.0226524
-0.0639277,-0.132662,-0.0662896
-3.14319,1.87362,-0.0600226
-4.97871,16.4713,0.0678274
4.24698,-0.830764,0.0126424
-0.306913,-0.072008,-0.00279015
5.51041,-1.19562,-0.0479203
0.526128,0.162868,-0.831219
16.1318,-5.71282,0.117975
-0.170158,-4.64392,-0.0328795
-0.0950953,0.334507,0.130928
-4.00628,2.48787,-0.0481268
0.4023,0.00674503,0.115421
-1.27973,-0.517124,-0.103416
-1.68844,-4.25582,-0.156987
0.227457,0.10103,-0.229784
1.3252,-2.2187,0.0809768
-0.492084,-0.304129,0.0816612
0.19566,1.52586,0.1208
-0.313436,-0.62377,-0.149776
-0.0987096,-0.155263,-0.132397
-0.743283,-0.102562,0.0953442
0.560431,0.110787,-0.0543389
9.28088,-14.137,0.0210405
-3.17613,-11.4179,-0.138553
3.74522,2.23495,-0.00480142
-4.50166,-4.82153,-0.0762544
0.0264588,-0.160414,0.257947
-0.287815,0.0717015,-0.0100574
0.977227,-8.85374,-0.196968
2.05368,-2.30473,0.0263165
-0.0693569,4.30973,-0.101391
-0.111728,11.1206,0.0937827
0.383208,2.11024,-0.0969136
0.959259,5.92935,-0.205126
0.374173,-0.0315189,0.259583
-20.6439,-6.39517,-0.0820091
-8.67871,3.3201,0.0704903
-4.48708,1.77741,0.155541
-0.494101,-1.21718,-0.0171829
-1.51677,0.283499,0.0185318
-0.730063,-0.0775746,0.014045
0.0322137,0.0156426,-0.0133225
-0.205742,-0.42314,-0.851412
14.9128,-11.1583,-0.276371
0.809527,-0.0484324,0.286564
-0.836063,0.581647,0.143486
-0.370832,-0.457532,-0.129238
-0.51402,-0.0269834,0.103283
0.243546,-0.0962108,-0.0252428
-0.151365,4.02329,-0.120036
7.84228,7.03772,0.142358
-9.01371,-8.46781,-0.0198482
0.468835,-1.13598,-0.0205843
-1.37912,0.611825,0.0628964
1.33086,0.410482,-0.134931
0.0678451,-0.365598,-1.0972
6.83742,2.95368,-0.00217335
-3.14219,-3.04444,-0.0624338
-1.81544,1.87775,-0.112069
2.95212,5.76691,-0.104278
-2.08592,1.89591,-0.0605751
-7.00794,-1.58766,0.0239432
-0.539644,0.726934,0.0540103
0.890652,2.19583,0.160336
-5.97104,-0.467411,0.0462201
0.0711687,-0.992875,-0.160446
0.463196,-0.00593141,-0.0411122
-2.55447,16.0927,-0.0513866
-13.2297,6.48912,0.0834867
-0.286939,-0.843298,-0.00770627
-1.8878,6.24637,-0.0954568
-0.784522,-0.412906,0.496627
-16.8457,4.16752,0.0467719
-1.45126,-2.67792,0.000166206
-2.62294,-4.65714,-0.0396956
5.58199,-1.33065,-0.130237
0.14644,-0.0156267,-0.128905
27.6874,-19.9421,-0.193674
0.507572,-0.214038,-0.0460123
-1.00416,0.284513,0.27979
-3.68722,-4.2643,-0.148613
0.799424,0.101477,0.366122
-0.658266,0.278614,0.117201
0.686705,-7.00683,0.0652154
7.09936,2.47628,0.0322632
-11.5792,-9.91753,0.0247672
4.51652,-5.96491,-0.016796
2.98587,-5.10151,-0.0789395
10.4341,2.60198,-0.168015
-0.442595,2.1463,0.0262162
-0.0602083,0.70358,-0.0617972
5.65881,2.18158,0.017297
1.3937,1.49632,-0.0182761
0.827865,-0.993048,-0.0992042
6.19544,-11.8995,0.03826
1.6535,-0.859723,0.00385468
-7.79028,-4.96531,-0.213337
0.25682,-0.349759,0.181405
0.0414936,-0.512111,-0.00867067
-0.703834,-0.489012,-0.0825948
0.294522,0.85478,-0.533666
2.06024,-10.0972,-0.0106188
0.128004,-8.2406,-0.0353228
0.0593741,-0.423049,-0.303542
2.51644,1.09149,-0.041396
-1.42059,9.90259,0.0194572
-0.524415,0.471414,-0.0157113
4.79744,0.561647,-0.0871781
-2.36624,1.00198,0.130397
0.621938,-0.784942,1.02993
-0.186979,1.54158,-0.0842946
0.610791,-0.114318,0.119689
-0.567894,-0.601029,-0.0269647
0.328644,-0.481388,0.0959443
-0.440346,-0.870378,-0.0668361
-1.66699,-0.923529,-0.16081
-0.0580131,1.35429,0.0727019
1.59763,0.873296,0.159412
-4.71893,1.56679,0.168637
0.726007,0.779089,0.010651
0.182849,-0.917148,-0.403388
0.421197,1.03422,-0.336629
2.15422,-4.13984,0.167534
-6.34555,-0.89836,0.191555
-7.20482,1.38338,-0.0895452
-9.12667,-3.39757,-0.0951708
-0.144498,-0.324564,-0.159942
1.27263,-1.78508,0.117067
-0.944232,-0.244299,-0.034901
4.48019,-0.338639,0.0373875
-0.357438,4.34896,0.14119
2.34819,-1.96292,-0.114819
-0.0494873,-0.287982,0.0805458
0.0489081,-0.15423,-0.037744
-0.450081,-0.502136,-0.0133105
1.80468,-0.0278033,0.0162672
-1.01675,-0.400364,-0.148298
0.45272,-1.87989,-0.0962921
-6.30153,6.05678,0.0599276
0.799321,-0.370593,0.70494
-2.59016,4.27643,0.00335636
2.683,-0.620238,0.0273964
-4.49947,5.96582,-0.0368318
-0.121548,-3.01603,-0.0596805
-12.7163,3.0736,-0.200205
2.35974,0.653563,0.171914
0.268797,0.79265,-0.109809
-3.92949,6.39824,-0.200033
3.89316,3.7889,-0.0105411
11.7622,9.85017,0.103432
0.212994,-0.554358,-0.17221
-1.07701,1.20126,-0.176021
3.41261,0.502916,0.0650741
-1.50342,-0.0952432,-0.0763631
-0.592254,1.19152,1.07375
-0.114615,-1.00347,0.292931
-2.8802,-8.99972,0.0705341
0.276836,0.292022,-0.0365866
-0.37826,-0.433834,-0.0149305
0.0985592,0.0938189,0.226458
6.87801,-3.2999,0.0501507
-1.43403,-4.37223,0.0878652
-0.939394,-0.699348,-0.0568947
-0.659605,3.84414,-0.235024
5.59846,2.96854,-0.168984
1.77142,0.252023,0.0436984
0.64242,0.624197,0.0801244
0.509799,0.00613894,0.262589
-0.0841988,6.255,-0.233029
3.2948,-1.04437,-0.0406939
-8.56425,2.43429,0.150911
0.361188,-1.11935,0.54668
-0.543293,0.16207,0.250897
-0.726071,-0.892633,-0.931276
0.191173,0.568333,0.108033
2.4354,-5.83754,0.0323649
-0.40404,-4.0066,-0.0482309
4.13602,-4.70526,-0.152554
1.23562,0.976901,0.34534
-3.9884,-2.68893,-0.0102386
-20.1551,-4.75869,-0.0180437
-0.561903,4.75326,-0.0892994
0.676604,1.13264,0.0371676
1.2712,0.502626,0.0495808
4.5532,4.84687,-0.0471918
-1.41745,-4.26076,0.0609101
-0.181274,-0.0369154,0.383213
-0.97371,2.43679,0.153954
0.223249,-0.244902,-0.0427611
11.5979,-4.23675,-0.0800036
0.0162476,0.172729,0.456532
-0.554069,-1.98527,0.143321
0.0343808,-0.133402,0.161523
-6.83715,6.09567,-0.0703432
-0.507012,0.52376,0.504541
-0.104313,-1.55571,-0.117151
-0.401119,-0.731827,0.0689129
-2.52811,0.828698,-0.0715648
1.60526,-1.23143,0.095742
1.70756,2.7051,0.0992673
0.52862,0.517563,-0.403256
1.18116,-2.66251,-0.0658951
2.34651,1.53974,-0.116585
2.24729,-1.43575,0.0515905
0.296396,7.08302,-0.0525279
0.296212,-0.310686,0.248751
0.351891,0.513827,0.200401
-8.67794,-7.74141,-0.190703
-3.57449,-3.62241,-0.169316
0.136069,-0.0696442,-0.0180402
0.191949,-0.135182,0.058167
-4.12867,-1.76632,-0.0670521
-0.249383,-0.910575,0.0865261
2.67727,-0.19082,0.133179
-0.371815,-1.73331,0.0475551
-3.65524,0.748281,-0.0680215
1.78214,0.0681513,-0.0423361
6.24084,-8.6281,0.200447
-4.92773,1.80688,-0.0804976
0.0659905,1.14076,-0.137427
-0.358974,-0.938937,-0.279919
2.64008,1.81747,0.0505388
-0.054146,-0.443312,0.375003
2.73114,-3.45005,0.0600229
7.65113,6.72797,0.0346893
0.126731,2.83344,0.0891117
6.93143,5.19748,0.112141
-1.77746,3.56958,0.0280202
0.593851,-1.35863,0.106753
-2.97988,2.82311,0.0102562
0.501245,-0.292662,0.155594
-0.592363,8.33848,-0.0692937
-5.41329,10.253,0.134048
-3.74417,-8.48846,0.0226164
-3.39325,-11.6715,0.0225804
8.4581,12.9341,0.0257594
-0.524322,0.113229,0.713393
-2.2528,0.830091,0.0795291
-0.563415,0.52705,-0.196182
4.49268,0.8081,0.095015
7.52102,5.7058,0.0603391
-4.11723,1.966,-0.0294424
0.99157,-1.61266,-0.00540066
4.4224,0.876369,-0.0758722
-0.242549,-0.515321,0.00872384
9.66827,7.64766,0.14577
0.162333,-0.338645,0.0129232
-0.0567199,0.669935,-0.0662803
-0.414203,-0.124295,0.302074
0.681894,-1.83723,0.00942976
-13.0086,12.7274,-0.189264
6.63832,-1.80689,0.0953154
2.56959,7.39734,-0.0690941
1.02507,-3.76653,0.00689287
-0.0143565,-0.0299125,-0.0297078
-7.03837,-8.60841,0.0944133
-2.76975,1.91842,0.00548369
7.38539,0.807182,-0.139601
3.84638,9.64318,0.0363633
-1.60461,1.14443,0.200102
0.449452,-0.0670952,-0.352905
3.25131,-1.77488,0.090222
1.95298,0.402848,0.124782
-1.68604,2.42675,0.0563442
-12.4004,4.86269,-0.0546826
-0.976942,-1.09682,-0.0712579
-0.417414,0.611934,0.11077
0.50149,0.162214,-0.0830786
-9.90556,4.56684,-0.0326388
3.63506,-5.02475,0.0472707
-0.0314906,0.297992,0.156005
0.0978437,-5.31407,0.118587
-0.132602,0.444478,-0.275207
-5.44525,-0.617268,0.0417585
2.22823,-7.55582,-0.14411
0.640312,5.69641,0.0464366
-2.54142,0.787393,0.122428
-7.48858,2.27001,0.0724088
3.80821,-1.99244,0.0852606
0.237388,1.06936,0.0223649
-0.761425,-0.442158,-0.202556
0.00600829,0.274843,0.0458188
-31.1335,10.8566,0.12394
10.0634,5.14021,0.11806
-0.784146,-0.151893,-0.637834
1.21912,-3.10264,0.11767
-2.32947,0.966901,0.0182096
0.105365,0.320935,0.403903
-0.0194955,-0.65776,0.00520525
0.0863328,-0.089485,0.0224961
-4.80518,-4.58911,0.0320774
-0.741818,0.0386625,0.0539126
-8.6964,1.8457,0.192144
-3.95552,3.75151,-0.213342
-0.499471,0.639393,-0.219747
-3.82769,7.80356,0.160555
1.31632,0.330494,0.141683
0.140232,-0.326307,-0.423536
3.82389,-23.1786,0.00217256
-5.46523,5.48237,0.0733985
-0.909072,-0.656128,0.337662
-1.41831,0.495793,0.0591722
4.67834,-7.60671,0.116171
0.0441702,0.0538528,0.277923
-1.02521,-7.59383,0.0147322
0.0161461,0.0699501,0.136365
3.68992,-3.13541,0.0476433
1.80517,-1.50798,-0.00365592
0.0641356,0.224569,0.190374
-1.42954,5.71558,0.0280952
-0.00903483,-0.40398,-0.901141
8.67312,-18.3852,-0.0674286
-4.44789,1.12932,-0.221705
-0.294055,0.0963429,0.278534
2.01857,0.642693,-0.161773
8.61004,5.57204,0.0547455
-0.467278,0.834453,-0.394698
-0.0795942,0.109556,-0.0835771
12.796,-7.44336,0.0330664
0.129538,-0.754679,-0.00222194
0.90904,-3.52065,0.0613897
-1.11058,0.508206,-0.0812358
2.08593,2.80052,-0.116097
0.736959,-0.220834,0.0448685
0.226291,-0.245559,0.0596336
0.478158,0.739821,-0.117432
3.95382,0.393165,-0.0399308
0.180482,0.375904,0.277864
1.05164,1.09702,0.00495349
-0.216914,-2.66777,0.197617
-5.76397,-1.50038,0.229638
-7.43479,-3.88071,-0.0737518
-0.359149,2.82927,0.0360351
1.98424,4.11909,0.0987453
1.63338,-0.698457,0.111423
-5.99662,-2.84761,0.188887
-0.440452,-0.620877,-0.193094
-12.2901,6.32413,-0.138148
-0.732754,-0.537987,-0.449366
1.90989,2.76057,-0.106814
0.920316,0.251923,0.0360221
0.987979,-3.74306,0.249022
-1.82533,2.25508,-0.118304
1.08575,-1.13976,0.0559699
-3.47348,-2.35344,0.116026
0.23511,-5.58848,-0.145064
-0.332766,-0.682084,-0.0232167
-4.14476,1.92444,-0.00692977
-3.52292,3.16213,-0.0680169
3.85683,0.619253,0.0268501
1.39229,-0.881489,0.408266
1.48323,0.993949,0.0723415
1.01269,-2.10623,0.0210229
-0.61959,1.53634,0.106891
0.0512153,0.321251,-0.123702
6.06317,3.33783,-0.16983
-3.88138,4.66714,-0.130515
0.163135,0.455755,-0.155272
-0.077436,0.542307,0.076629
-0.561415,-0.37338,0.163074
-2.34609,1.62302,-0.012133
-7.99357,-1.89677,0.0320129
-0.671556,2.24451,0.075301
-0.388571,1.0506,-0.038969
-4.30964,-0.692543,-0.00243206
-0.0134675,0.0393612,0.110824
0.228008,-6.1194,0.184155
-2.07417,-3.9301,0.0653464
0.556643,0.271936,-0.145833
-1.98863,-0.613571,-0.1971
-6.20633,6.66584,-0.00559135
2.30361,1.58183,0.107389
-0.186367,0.0985921,-0.313699
-1.56404,-2.72154,-0.0061644
-8.49501,-8.55462,-0.158524
-6.36377,1.06188,0.066457
-3.37689,-1.74069,0.0606498
-7.77924,6.8046,0.24004
0.368348,-0.266972,0.212755
-0.852292,-11.4566,0.129961
-0.121842,-0.661755,0.00876854
-0.482298,-2.81251,-0.0866547
-2.9868,-2.14979,-0.0172582
-2.73007,5.61448,-0.169444
4.145,8.00376,0.0480337
0.497116,-0.499405,0.190437
8.72587,2.95925,0.00541634
1.63252,0.969049,0.0593429
12.7368,3.93439,-0.0426394
0.175795,-0.242373,-0.165175
1.17457,-1.15942,0.00343575
2.8413,-1.29834,-0.00585285
-2.36024,-0.910098,-0.123556
-0.394531,-0.620072,-0.073651
0.233182,-0.242195,-0.290898
3.12179,-2.65917,-0.0696386
-0.682759,0.69421,0.325053
0.233729,1.65049,0.00329145
-0.0439712,10.6683,0.0267836
-1.0016,4.59803,-0.0525495
4.58103,14.7319,0.031281
-1.47038,0.220343,0.0131109
-3.65483,-4.44122,-0.0536892
10.2849,-5.99984,-0.0848458
0.0255215,-0.572464,0.197516
-17.2575,-0.799224,-0.0576537
1.11274,5.47303,0.035638
-1.15379,-2.66335,0.162084
0.242718,0.0305806,-0.22698
-4.80987,-1.40524,-0.091433
15.1259,12.6266,0.00369278
0.226498,0.247101,0.432558
-0.994228,-1.73956,0.0668994
-0.628273,-5.02284,0.0392603
6.34443,-1.01753,-0.184262
3.0943,4.98506,0.0328494
-0.545069,0.825039,0.122529
-0.881393,-8.03904,-0.126692
-7.34346,-7.60637,0.0492317
-15.3736,12.7911,0.11098
-1.83134,-0.244178,0.108881
0.169158,-0.567191,-0.701237
-4.74584,4.36165,-0.00402161
-6.39113,2.97292,0.1676
-7.68765,-5.06869,-0.0182917
-0.0340457,-0.491736,0.315455
-4.61928,-0.210263,0.14167
-0.608176,-0.251344,0.894243
3.76444,-4.88175,-0.134755
-0.43015,-0.222738,0.224191
0.241256,0.128807,0.130856
-4.02214,-1.49459,0.0673478
-0.513379,0.741697,-1.34311
0.562827,-0.103067,0.0218477
0.731169,-0.0375102,-0.603657
1.14729,-3.35657,-0.0808571
-4.95432,-2.16733,0.0369053
-6.09661,-8.81309,0.15236
-0.838944,0.424111,-0.0662956
1.3895,2.57677,0.00305501
-0.344973,-0.34318,0.0527447
-6.08508,-0.0603594,0.0309615
0.192562,-0.0779088,-0.143969
0.906505,1.10754,0.0139991
-1.67108,0.136638,-0.0908229
2.96121,-3.07978,-0.163478
5.21118,-6.24401,-0.102809
-0.100025,0.468637,0.0128439
-0.92033,1.78281,0.0176404
-5.02503,3.54237,-0.0769053
0.397433,0.292691,-1.12925
0.548023,0.682208,0.227194
-1.98158,1.43223,0.0229967
-4.7143,9.25351,0.0998045
2.64593,1.3246,0.0170058
-3.6192,-3.4729,0.00511911
-0.368821,0.469046,0.324352
6.06028,5.04461,0.0526602
-6.6288,-5.0323,0.0887502
-4.03782,9.85479,-0.101852
-1.45051,-0.67944,-0.0151024
3.92257,-0.582347,-0.0912263
2.78343,-0.512771,0.0370058
0.698078,0.421655,0.205097
5.39608,-2.91557,-0.104867
-12.8005,4.72893,0.0757862
1.03824,-5.7522,-0.0273865
0.701134,0.591966,-0.00102083
0.597763,-2.34843,0.0281741
-0.301533,-0.350435,0.0707041
-0.00247032,-0.0264596,0.0166774
-0.715747,0.424916,-0.00554085
-0.0331929,0.200304,-0.014392
1.08352,-2.65427,0.0389302
-6.46507,2.91546,0.160065
0.46685,0.399004,-0.114509
-2.67801,5.40232,0.0858591
-0.943728,1.06079,-0.0335229
3.01554,-0.461079,0.172733
6.6823,-4.13592,0.0377956
1.22111,1.69278,-0.0367488
-0.937738,0.357067,-0.174887
0.117129,4.77176,-0.0976692
2.20215,3.76705,0.0476409
-0.397286,0.371263,-0.362778
-4.81297,-0.202374,0.0221641
-0.86643,0.459896,-0.547896
1.86054,4.81182,0.0878734
0.586478,-11.5473,-0.05515
-0.121867,6.46501,-0.0276335
7.61875,-1.08973,0.0230141
-4.70293,2.26203,0.0531775
1.45977,-2.44741,0.0647589
1.04134,-0.360951,-0.0665615
-1.44465,-0.645729,-0.0251058
-0.842554,-1.94215,0.0561798
2.4279,4.46603,0.0262632
0.35355,-0.0879989,-0.184282
-1.49586,17.9653,0.1039
-1.17551,1.54795,-0.0592712
-2.02463,3.15441,0.0692432
0.186816,0.937354,-0.618671
1.7633,-0.904453,0.00381879
-0.292364,-0.883643,1.11892
-0.638057,-2.11562,-0.220454
0.380673,1.32912,0.138003
0.450512,0.173481,0.0200697
-1.53962,-2.438,0.0521805
-4.72191,4.03303,0.0770295
2.86992,-0.715691,-0.0519185
0.639402,-0.304083,-0.109326
-11.9021,6.38636,0.0128952
-3.92905,4.43539,-0.0028006
0.858259,0.478984,0.0467699
2.19555,1.58565,-0.0668767
0.396615,3.43427,-0.149066
0.431882,0.257207,0.0222716
-0.572747,-0.621969,-0.00267634
7.51512,-2.94025,-0.0826028
0.125832,1.80599,0.0526903
3.4318,-4.72098,-0.1665
-1.4187,-9.52657,-0.0318978
-4.85978,4.33318,-0.139285
-0.315106,-0.0585619,-0.166384
1.65751,1.57876,-0.104869
-1.35746,3.10617,-0.00252516
0.0904256,-0.649662,-0.182177
0.0623816,6.22679,-0.0971914
-0.0622573,0.0281656,0.057341
0.100909,0.118359,0.111878
-0.130015,-0.526276,0.149414
-0.238768,-0.528349,-0.445888
-0.208903,-1.08236,-0.210628
-0.0449868,-2.85566,0.0655225
-0.0407732,-0.279404,0.0882159
-0.33632,0.318038,-0.0491263
-0.946875,-1.94813,0.0889066
-0.388435,-0.433791,-0.438811
12.3697,15.1411,0.0554732
1.08975,0.964634,-0.0290854
-9.55962,3.97409,-0.0197451
-0.362081,1.8687,0.0523355
-5.00624,-2.41127,0.0212618
1.05838,-1.86201,0.19499
6.60743,14.8614,-0.0441904
-0.114749,0.249355,-0.31981
1.04919,-0.104664,-0.139472
-0.89467,0.240256,-0.262956
3.68472,-1.62043,-0.116954
-0.555447,0.363596,0.210547
-3.06052,2.04981,0.134143
0.637232,0.407984,0.497935
1.82997,-2.29606,0.236848
0.463398,0.973833,0.0374805
-12.653,0.470807,-0.206057
0.487464,-0.477283,0.100847
-4.14818,2.83746,0.130025
-0.0520241,-0.315618,0.15188
-1.32946,0.835799,0.0286385
-0.955592,-2.28172,0.232246
1.04726,-0.806334,-0.144333
-0.161778,-0.188887,0.068055
-1.95868,-13.0484,0.0980109
-1.74891,0.25628,-0.112784
-1.41378,-6.26512,-0.098506
0.811458,1.01692,0.0640088
6.51462,-4.55858,-0.101574
1.27716,4.13188,-0.0181838
-1.03183,0.811507,-0.243747
-5.63811,5.49571,0.114661
-0.670409,-0.893867,0.0454162
-6.85308,0.263162,-0.0624044
-3.0084,-0.491595,0.0170499
2.5588,0.446464,0.0102716
1.36817,5.11273,-0.0191185
-4.60033,14.0492,-0.245004
0.966807,-0.763719,-0.751787
5.91381,-5.81766,-0.131777
16.7573,-1.84318,0.0309303
-0.471077,0.0965163,-0.350755
3.28096,-1.19147,-0.0905579
-0.777517,-1.91383,0.135333
-0.227357,0.100994,0.212817
3.33923,0.688137,0.0746867
-0.139038,-0.33434,0.20211
4.93699,-6.39486,-0.0450418
2.40084,2.37645,-0.0406863
0.609011,0.517337,-0.0837442
-0.202325,-0.520137,-0.109532
-0.150048,0.499543,-0.712054
6.21141,2.18247,-0.0711936
0.387621,0.162138,-0.339771
0.200234,-0.140271,0.369221
-0.237711,-1.7376,0.0288237
-13.53,10.2343,-0.105115
-0.613597,1.39027,0.136017
-0.0348569,-0.37775,-0.412514
0.7692,-0.366686,-0.75462
-1.76504,-1.15851,0.079023
-0.0196149,0.0141728,0.0839818
1.26137,-0.225666,0.0300978
3.74427,-2.52484,0.0927434
-9.12992,-10.9886,0.160462
9.16809,-5.90674,0.0635959
-0.393118,-0.759457,0.238426
-0.181126,0.578945,-0.136921
5.93512,-7.79652,-0.0693079
0.165636,-0.654402,0.100492
-0.59422,0.337247,0.159726
17.5745,-7.46483,0.00980579
-0.161134,1.74022,0.0912516
1.56292,1.20327,-0.0479822
-5.17988,6.65053,-0.304466
-1.58295,-3.09137,-0.0386115
-2.82773,-1.05732,0.0667343
-2.02577,4.36895,-0.0401858
5.09959,20.1652,0.0506563
-0.0859452,3.09356,0.0120041
0.00876262,-0.00636393,-0.0209877
0.241463,0.623406,0.155034
-0.605179,0.0694257,-0.094165
-14.4188,-3.15156,-0.107441
-35.9706,7.64714,-0.0992994
-0.697788,0.233894,-0.0984312
-0.571053,0.891439,0.255949
1.25483,0.619471,-0.0204387
-0.139835,1.38176,0.106932
-0.00245904,0.205817,-0.158369
-3.02055,6.74462,0.0660847
0.398109,-0.292991,-0.0287284
-2.91,1.68006,0.102909
-1.1111,-1.20258,-0.159077
-8.8796,4.54989,0.0372352
2.60629,3.52958,0.114826
1.78519,-0.727928,0.0631238
-4.79851,1.57648,0.0796171
-0.560678,1.2272,-0.179533
